,HomeTeam,AwayTeam,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS,Result
4978,Liverpool,Aston Villa,H,7,4,8,7,1.362862010221465,0.6913580246913579,0.9382716049382716,0.7836456558773424,1
4979,Bradford,Arsenal,D,5,11,4,10,0.6814310051107325,1.4320987654320987,0.8888888888888887,0.8517887563884157,0
4980,Coventry,Leeds,D,1,5,6,6,0.47700170357751276,1.1358024691358024,1.3827160493827158,0.7495741056218058,0
4981,Ipswich,Aston Villa,A,5,2,5,3,1.0562180579216354,0.7407407407407407,0.9382716049382716,0.7836456558773424,-1
4982,Leicester,Southampton,H,6,5,10,6,0.9540034071550255,1.1358024691358024,0.6419753086419753,0.8858603066439523,1
4983,Liverpool,Man City,H,8,7,9,4,1.362862010221465,0.6913580246913579,1.037037037037037,1.1584327086882453,1
4984,Man United,Sunderland,H,7,1,4,4,1.6695059625212947,0.5925925925925926,1.0864197530864197,0.8517887563884157,1
4985,Middlesbrough,Everton,A,5,9,7,7,0.6132879045996592,1.1358024691358024,0.7901234567901233,1.090289608177172,-1
4986,Newcastle,Chelsea,D,4,3,5,6,0.8858603066439523,0.8395061728395061,1.1851851851851851,0.8517887563884157,0
4987,Derby,Charlton,D,6,6,4,11,0.7836456558773424,1.1851851851851851,0.9382716049382716,1.2947189097103917,0
4988,Tottenham,West Ham,H,7,5,11,3,1.0562180579216354,0.7901234567901233,1.037037037037037,1.0221465076660987,1
4989,Arsenal,Coventry,H,13,2,8,4,1.533219761499148,0.6419753086419753,1.0864197530864197,1.362862010221465,1
4990,Aston Villa,Bradford,H,7,4,5,6,0.9199318568994889,0.9876543209876542,0.4938271604938271,1.3969335604770017,1
